datetime,Tamaki Drive EB
2010-07-01,570.0
2010-07-02,473.0
2010-07-03,766.0
2010-07-04,240.0
2010-07-05,172.0
2010-07-06,423.0
2010-07-07,401.0
2010-07-08,496.0
2010-07-09,915.0
2010-07-10,646.0
2010-07-11,453.0
2010-07-12,340.0
2010-07-13,551.0
2010-07-14,505.0
2010-07-15,318.0
2010-07-16,506.0
2010-07-17,650.0
2010-07-18,413.0
2010-07-19,612.0
2010-07-20,361.0
2010-07-21,347.0
2010-07-22,338.0
2010-07-23,906.0
2010-07-24,736.0
2010-07-25,441.0
2010-07-26,468.0
2010-07-27,405.0
2010-07-28,491.0
2010-07-29,554.0
2010-07-30,769.0
2010-07-31,537.0
2010-08-01,283.0
2010-08-02,415.0
2010-08-03,250.0
2010-08-04,416.0
2010-08-05,532.0
2010-08-06,403.0
2010-08-07,430.0
2010-08-08,391.0
2010-08-09,635.0
2010-08-10,530.0
2010-08-11,566.0
2010-08-12,270.0
2010-08-13,104.0
2010-08-14,626.0
2010-08-15,479.0
2010-08-16,477.0
2010-08-17,364.0
2010-08-18,411.0
2010-08-19,347.0
2010-08-20,424.0
2010-08-21,503.0
2010-08-22,322.0
2010-08-23,587.0
2010-08-24,401.0
2010-08-25,445.0
2010-08-26,277.0
2010-08-27,642.0
2010-08-28,471.0
2010-08-29,401.0
2010-08-30,549.0
2010-08-31,628.0
2010-09-01,409.0
2010-09-02,336.0
2010-09-03,472.0
2010-09-04,633.0
2010-09-05,326.0
2010-09-06,259.0
2010-09-07,598.0
2010-09-08,467.0
2010-09-09,593.0
2010-09-10,583.0
2010-09-11,934.0
2010-09-12,453.0
2010-09-13,503.0
2010-09-14,613.0
2010-09-15,449.0
2010-09-16,244.0
2010-09-17,548.0
2010-09-18,282.0
2010-09-19,267.0
2010-09-20,383.0
2010-09-21,392.0
2010-09-22,262.0
2010-09-23,356.0
2010-09-24,433.0
2010-09-25,544.0
2010-09-26,700.0
2010-09-27,595.0
2010-09-28,843.0
2010-09-29,731.0
2010-09-30,398.0
2010-10-01,282.0
2010-10-02,823.0
2010-10-03,949.0
2010-10-04,757.0
2010-10-05,860.0
2010-10-06,694.0
2010-10-07,650.0
2010-10-08,591.0
2010-10-09,603.0
2010-10-10,943.0
2010-10-11,291.0
2010-10-12,671.0
2010-10-13,398.0
2010-10-14,658.0
2010-10-15,564.0
2010-10-16,1123.0
2010-10-17,477.0
2010-10-18,441.0
2010-10-19,746.0
2010-10-20,507.0
2010-10-21,430.0
2010-10-22,551.0
2010-10-23,954.0
2010-10-24,909.0
2010-10-25,1031.0
2010-10-26,840.0
2010-10-27,755.0
2010-10-28,765.0
2010-10-29,732.0
2010-10-30,741.0
2010-10-31,624.0
2010-11-01,695.0
2010-11-02,873.0
2010-11-03,752.0
2010-11-04,701.0
2010-11-05,354.0
2010-11-06,882.0
2010-11-07,881.0
2010-11-08,688.0
2010-11-09,843.0
2010-11-10,821.0
2010-11-11,608.0
2010-11-12,512.0
2010-11-13,996.0
2010-11-14,759.0
2010-11-15,580.0
2010-11-16,980.0
2010-11-17,814.0
2010-11-18,708.0
2010-11-19,527.0
2010-11-20,768.0
2010-11-21,349.0
2010-11-22,584.0
2010-11-23,653.0
2010-11-24,753.0
2010-11-25,633.0
2010-11-26,522.0
2010-11-27,795.0
2010-11-28,769.0
2010-11-29,718.0
2010-11-30,909.0
2010-12-01,721.0
2010-12-02,733.0
2010-12-03,653.0
2010-12-04,864.0
2010-12-05,855.0
2010-12-06,612.0
2010-12-07,660.0
2010-12-08,734.0
2010-12-09,670.0
2010-12-10,586.0
2010-12-11,714.0
2010-12-12,603.0
2010-12-13,691.0
2010-12-14,407.0
2010-12-15,762.0
2010-12-16,356.0
2010-12-17,340.0
2010-12-18,379.0
2010-12-19,260.0
2010-12-20,457.0
2010-12-21,684.0
2010-12-22,688.0
2010-12-23,634.0
2010-12-24,481.0
2010-12-25,384.0
2010-12-26,614.0
2010-12-27,555.0
2010-12-28,143.0
2010-12-29,738.0
2010-12-30,489.0
2010-12-31,483.0
2011-01-01,503.0
2011-01-02,797.0
2011-01-03,649.0
2011-01-04,777.0
2011-01-05,659.0
2011-01-06,544.0
2011-01-07,541.0
2011-01-08,731.0
2011-01-09,702.0
2011-01-10,777.0
2011-01-11,520.0
2011-01-12,803.0
2011-01-13,828.0
2011-01-14,781.0
2011-01-15,879.0
2011-01-16,899.0
2011-01-17,686.0
2011-01-18,365.0
2011-01-19,578.0
2011-01-20,905.0
2011-01-21,680.0
2011-01-22,555.0
2011-01-23,115.0
2011-01-24,385.0
2011-01-25,980.0
2011-01-26,949.0
2011-01-27,985.0
2011-01-28,499.0
2011-01-29,194.0
2011-01-30,780.0
2011-01-31,664.0
2011-02-01,825.0
2011-02-02,872.0
2011-02-03,840.0
2011-02-04,656.0
2011-02-05,1037.0
2011-02-06,862.0
2011-02-07,785.0
2011-02-08,693.0
2011-02-09,632.0
2011-02-10,867.0
2011-02-11,827.0
2011-02-12,684.0
2011-02-13,849.0
2011-02-14,854.0
2011-02-15,942.0
2011-02-16,697.0
2011-02-17,1009.0
2011-02-18,791.0
2011-02-19,1001.0
2011-02-20,771.0
2011-02-21,723.0
2011-02-22,768.0
2011-02-23,668.0
2011-02-24,759.0
2011-02-25,700.0
2011-02-26,994.0
2011-02-27,811.0
2011-02-28,772.0
2011-03-01,943.0
2011-03-02,625.0
2011-03-03,769.0
2011-03-04,603.0
2011-03-05,208.0
2011-03-06,389.0
2011-03-07,828.0
2011-03-08,885.0
2011-03-09,843.0
2011-03-10,870.0
2011-03-11,718.0
2011-03-12,736.0
2011-03-13,465.0
2011-03-14,812.0
2011-03-15,920.0
2011-03-16,769.0
2011-03-17,764.0
2011-03-18,613.0
2011-03-19,765.0
2011-03-20,736.0
2011-03-21,799.0
2011-03-22,610.0
2011-03-23,803.0
2011-03-24,674.0
2011-03-25,325.0
2011-03-26,152.0
2011-03-27,583.0
2011-03-28,664.0
2011-03-29,926.0
2011-03-30,790.0
2011-03-31,807.0
2011-04-01,559.0
2011-04-02,829.0
2011-04-03,863.0
2011-04-04,797.0
2011-04-05,535.0
2011-04-06,622.0
2011-04-07,523.0
2011-04-08,763.0
2011-04-09,800.0
2011-04-10,843.0
2011-04-11,915.0
2011-04-12,974.0
2011-04-13,915.0
2011-04-14,828.0
2011-04-15,735.0
2011-04-16,141.0
2011-04-17,547.0
2011-04-18,408.0
2011-04-19,749.0
2011-04-20,723.0
2011-04-21,691.0
2011-04-22,403.0
2011-04-23,529.0
2011-04-24,448.0
2011-04-25,66.0
2011-04-26,407.0
2011-04-27,625.0
2011-04-28,544.0
2011-04-29,777.0
2011-04-30,588.0
2011-05-01,684.0
2011-05-02,321.0
2011-05-03,547.0
2011-05-04,759.0
2011-05-05,781.0
2011-05-06,373.0
2011-05-07,528.0
2011-05-08,1021.0
2011-05-09,828.0
2011-05-10,776.0
2011-05-11,305.0
2011-05-12,820.0
2011-05-13,689.0
2011-05-14,537.0
2011-05-15,1076.0
2011-05-16,446.0
2011-05-17,573.0
2011-05-18,506.0
2011-05-19,609.0
2011-05-20,578.0
2011-05-21,440.0
2011-05-22,1011.0
2011-05-23,770.0
2011-05-24,859.0
2011-05-25,572.0
2011-05-26,160.0
2011-05-27,501.0
2011-05-28,516.0
2011-05-29,1344.0
2011-05-30,673.0
2011-05-31,616.0
2011-06-01,696.0
2011-06-02,604.0
2011-06-03,266.0
2011-06-04,46.0
2011-06-05,735.0
2011-06-06,481.0
2011-06-07,581.0
2011-06-08,524.0
2011-06-09,447.0
2011-06-10,208.0
2011-06-11,202.0
2011-06-12,1394.0
2011-06-13,620.0
2011-06-14,623.0
2011-06-15,535.0
2011-06-16,581.0
2011-06-17,337.0
2011-06-18,257.0
2011-06-19,299.0
2011-06-20,391.0
2011-06-21,652.0
2011-06-22,496.0
2011-06-23,257.0
2011-06-24,402.0
2011-06-25,189.0
2011-06-26,1369.0
2011-06-27,572.0
2011-06-28,390.0
2011-06-29,397.0
2011-06-30,546.0
2011-07-01,455.0
2011-07-02,489.0
2011-07-03,389.0
2011-07-04,472.0
2011-07-05,479.0
2011-07-06,268.0
2011-07-07,350.0
2011-07-08,224.0
2011-07-09,226.0
2011-07-10,236.0
2011-07-11,415.0
2011-07-12,326.0
2011-07-13,336.0
2011-07-14,288.0
2011-07-15,244.0
2011-07-16,254.0
2011-07-17,646.0
2011-07-18,677.0
2011-07-19,665.0
2011-07-20,504.0
2011-07-21,255.0
2011-07-22,313.0
2011-07-23,306.0
2011-07-24,186.0
2011-07-25,362.0
2011-07-26,382.0
2011-07-27,369.0
2011-07-28,384.0
2011-07-29,458.0
2011-07-30,281.0
2011-07-31,805.0
2011-08-01,502.0
2011-08-02,557.0
2011-08-03,530.0
2011-08-04,528.0
2011-08-05,332.0
2011-08-06,517.0
2011-08-07,985.0
2011-08-08,517.0
2011-08-09,488.0
2011-08-10,549.0
2011-08-11,486.0
2011-08-12,509.0
2011-08-13,561.0
2011-08-14,23.0
2011-08-15,96.0
2011-08-16,514.0
2011-08-17,507.0
2011-08-18,436.0
2011-08-19,527.0
2011-08-20,677.0
2011-08-21,501.0
2011-08-22,519.0
2011-08-23,462.0
2011-08-24,429.0
2011-08-25,339.0
2011-08-26,605.0
2011-08-27,739.0
2011-08-28,449.0
2011-08-29,430.0
2011-08-30,664.0
2011-08-31,492.0
2011-09-01,452.0
2011-09-02,465.0
2011-09-03,760.0
2011-09-04,663.0
2011-09-05,438.0
2011-09-06,705.0
2011-09-07,567.0
2011-09-08,572.0
2011-09-09,445.0
2011-09-10,731.0
2011-09-11,701.0
2011-09-12,612.0
2011-09-13,717.0
2011-09-14,360.0
2011-09-15,469.0
2011-09-16,279.0
2011-09-17,499.0
2011-09-18,650.0
2011-09-19,191.0
2011-09-20,474.0
2011-09-21,292.0
2011-09-22,330.0
2011-09-23,394.0
2011-09-24,475.0
2011-09-25,779.0
2011-09-26,494.0
2011-09-27,710.0
2011-09-28,524.0
2011-09-29,398.0
2011-09-30,362.0
2011-10-01,673.0
2011-10-02,627.0
2011-10-03,479.0
2011-10-04,670.0
2011-10-05,644.0
2011-10-06,652.0
2011-10-07,448.0
2011-10-08,611.0
2011-10-09,1035.0
2011-10-10,464.0
2011-10-11,752.0
2011-10-12,483.0
2011-10-13,442.0
2011-10-14,567.0
2011-10-15,999.0
2011-10-16,468.0
2011-10-17,508.0
2011-10-18,645.0
2011-10-19,643.0
2011-10-20,510.0
2011-10-21,504.0
2011-10-22,993.0
2011-10-23,836.0
2011-10-24,761.0
2011-10-25,606.0
2011-10-26,690.0
2011-10-27,558.0
2011-10-28,670.0
2011-10-29,788.0
2011-10-30,619.0
2011-10-31,554.0
2011-11-01,721.0
2011-11-02,660.0
2011-11-03,543.0
2011-11-04,469.0
2011-11-05,973.0
2011-11-06,825.0
2011-11-07,551.0
2011-11-08,786.0
2011-11-09,687.0
2011-11-10,720.0
2011-11-11,478.0
2011-11-12,882.0
2011-11-13,681.0
2011-11-14,550.0
2011-11-15,855.0
2011-11-16,644.0
2011-11-17,645.0
2011-11-18,510.0
2011-11-19,819.0
2011-11-20,392.0
2011-11-21,656.0
2011-11-22,673.0
2011-11-23,797.0
2011-11-24,630.0
2011-11-25,526.0
2011-11-26,668.0
2011-11-27,642.0
2011-11-28,594.0
2011-11-29,786.0
2011-11-30,581.0
2011-12-01,604.0
2011-12-02,418.0
2011-12-03,804.0
2011-12-04,917.0
2011-12-05,635.0
2011-12-06,779.0
2011-12-07,764.0
2011-12-08,739.0
2011-12-09,630.0
2011-12-10,657.0
2011-12-11,725.0
2011-12-12,605.0
2011-12-13,527.0
2011-12-14,717.0
2011-12-15,499.0
2011-12-16,459.0
2011-12-17,640.0
2011-12-18,376.0
2011-12-19,478.0
2011-12-20,728.0
2011-12-21,594.0
2011-12-22,641.0
2011-12-23,467.0
2011-12-24,546.0
2011-12-25,662.0
2011-12-26,618.0
2011-12-27,253.0
2011-12-28,604.0
2011-12-29,446.0
2011-12-30,492.0
2011-12-31,659.0
2012-01-01,792.0
2012-01-02,500.0
2012-01-03,711.0
2012-01-04,852.0
2012-01-05,820.0
2012-01-06,619.0
2012-01-07,788.0
2012-01-08,642.0
2012-01-09,685.0
2012-01-10,799.0
2012-01-11,809.0
2012-01-12,850.0
2012-01-13,664.0
2012-01-14,1020.0
2012-01-15,749.0
2012-01-16,635.0
2012-01-17,852.0
2012-01-18,818.0
2012-01-19,710.0
2012-01-20,571.0
2012-01-21,772.0
2012-01-22,872.0
2012-01-23,960.0
2012-01-24,828.0
2012-01-25,889.0
2012-01-26,901.0
2012-01-27,742.0
2012-01-28,1061.0
2012-01-29,826.0
2012-01-30,601.0
2012-01-31,893.0
2012-02-01,944.0
2012-02-02,895.0
2012-02-03,819.0
2012-02-04,1000.0
2012-02-05,1024.0
2012-02-06,720.0
2012-02-07,795.0
2012-02-08,760.0
2012-02-09,757.0
2012-02-10,604.0
2012-02-11,625.0
2012-02-12,848.0
2012-02-13,674.0
2012-02-14,941.0
2012-02-15,377.0
2012-02-16,883.0
2012-02-17,717.0
2012-02-18,1097.0
2012-02-19,898.0
2012-02-20,802.0
2012-02-21,903.0
2012-02-22,475.0
2012-02-23,402.0
2012-02-24,629.0
2012-02-25,703.0
2012-02-26,993.0
2012-02-27,731.0
2012-02-28,833.0
2012-02-29,593.0
2012-03-01,345.0
2012-03-02,605.0
2012-03-03,179.0
2012-03-04,965.0
2012-03-05,850.0
2012-03-06,821.0
2012-03-07,630.0
2012-03-08,461.0
2012-03-09,699.0
2012-03-10,887.0
2012-03-11,305.0
2012-03-12,465.0
2012-03-13,759.0
2012-03-14,795.0
2012-03-15,723.0
2012-03-16,765.0
2012-03-17,774.0
2012-03-18,478.0
2012-03-19,212.0
2012-03-20,353.0
2012-03-21,372.0
2012-03-22,675.0
2012-03-23,613.0
2012-03-24,666.0
2012-03-25,511.0
2012-03-26,687.0
2012-03-27,856.0
2012-03-28,722.0
2012-03-29,735.0
2012-03-30,731.0
2012-03-31,738.0
2012-04-01,800.0
2012-04-02,544.0
2012-04-03,599.0
2012-04-04,576.0
2012-04-05,699.0
2012-04-06,1022.0
2012-04-07,683.0
2012-04-08,825.0
2012-04-09,777.0
2012-04-10,672.0
2012-04-11,503.0
2012-04-12,450.0
2012-04-13,495.0
2012-04-14,693.0
2012-04-15,790.0
2012-04-16,694.0
2012-04-17,753.0
2012-04-18,708.0
2012-04-19,736.0
2012-04-20,619.0
2012-04-21,875.0
2012-04-22,766.0
2012-04-23,677.0
2012-04-24,720.0
2012-04-25,1039.0
2012-04-26,587.0
2012-04-27,370.0
2012-04-28,569.0
2012-04-29,708.0
2012-04-30,463.0
2012-05-01,657.0
2012-05-02,611.0
2012-05-03,673.0
2012-05-04,618.0
2012-05-05,819.0
2012-05-06,721.0
2012-05-07,529.0
2012-05-08,450.0
2012-05-09,330.0
2012-05-10,547.0
2012-05-11,492.0
2012-05-12,575.0
2012-05-13,486.0
2012-05-14,397.0
2012-05-15,277.0
2012-05-16,332.0
2012-05-17,401.0
2012-05-18,407.0
2012-05-19,390.0
2012-05-20,646.0
2012-05-21,507.0
2012-05-22,695.0
2012-05-23,634.0
2012-05-24,558.0
2012-05-25,555.0
2012-05-26,695.0
2012-05-27,491.0
2012-05-28,298.0
2012-05-29,578.0
2012-05-30,541.0
2012-05-31,438.0
2012-06-01,583.0
2012-06-02,648.0
2012-06-03,606.0
2012-06-04,711.0
2012-06-05,354.0
2012-06-06,363.0
2012-06-07,447.0
2012-06-08,489.0
2012-06-09,463.0
2012-06-10,510.0
2012-06-11,441.0
2012-06-12,615.0
2012-06-13,579.0
2012-06-14,540.0
2012-06-15,456.0
2012-06-16,687.0
2012-06-17,595.0
2012-06-18,317.0
2012-06-19,473.0
2012-06-20,376.0
2012-06-21,422.0
2012-06-22,491.0
2012-06-23,673.0
2012-06-24,266.0
2012-06-25,316.0
2012-06-26,386.0
2012-06-27,311.0
2012-06-28,358.0
2012-06-29,341.0
2012-06-30,566.0
2012-07-01,512.0
2012-07-02,351.0
2012-07-03,199.0
2012-07-04,370.0
2012-07-05,466.0
2012-07-06,455.0
2012-07-07,786.0
2012-07-08,711.0
2012-07-09,504.0
2012-07-10,602.0
2012-07-11,496.0
2012-07-12,435.0
2012-07-13,467.0
2012-07-14,616.0
2012-07-15,167.0
2012-07-16,175.0
2012-07-17,370.0
2012-07-18,562.0
2012-07-19,607.0
2012-07-20,559.0
2012-07-21,616.0
2012-07-22,168.0
2012-07-23,220.0
2012-07-24,418.0
2012-07-25,414.0
2012-07-26,540.0
2012-07-27,575.0
2012-07-28,646.0
2012-07-29,202.0
2012-07-30,270.0
2012-07-31,429.0
2012-08-01,340.0
2012-08-02,364.0
2012-08-03,459.0
2012-08-04,699.0
2012-08-05,678.0
2012-08-06,456.0
2012-08-07,581.0
2012-08-08,321.0
2012-08-09,430.0
2012-08-10,577.0
2012-08-11,565.0
2012-08-12,293.0
2012-08-13,441.0
2012-08-14,529.0
2012-08-15,450.0
2012-08-16,456.0
2012-08-17,546.0
2012-08-18,795.0
2012-08-19,607.0
2012-08-20,314.0
2012-08-21,480.0
2012-08-22,551.0
2012-08-23,605.0
2012-08-24,595.0
2012-08-25,898.0
2012-08-26,766.0
2012-08-27,327.0
2012-08-28,637.0
2012-08-29,606.0
2012-08-30,452.0
2012-08-31,613.0
2012-09-01,663.0
2012-09-02,414.0
2012-09-03,179.0
2012-09-04,441.0
2012-09-05,380.0
2012-09-06,559.0
2012-09-07,520.0
2012-09-08,559.0
2012-09-09,493.0
2012-09-10,436.0
2012-09-11,432.0
2012-09-12,488.0
2012-09-13,602.0
2012-09-14,537.0
2012-09-15,360.0
2012-09-16,401.0
2012-09-17,396.0
2012-09-18,605.0
2012-09-19,632.0
2012-09-20,578.0
2012-09-21,563.0
2012-09-22,846.0
2012-09-23,530.0
2012-09-24,350.0
2012-09-25,617.0
2012-09-26,452.0
2012-09-27,481.0
2012-09-28,578.0
2012-09-29,659.0
2012-09-30,820.0
2012-10-01,280.0
2012-10-02,488.0
2012-10-03,455.0
2012-10-04,423.0
2012-10-05,457.0
2012-10-06,321.0
2012-10-07,627.0
2012-10-08,372.0
2012-10-09,683.0
2012-10-10,609.0
2012-10-11,736.0
2012-10-12,735.0
2012-10-13,141.0
2012-10-14,349.0
2012-10-15,434.0
2012-10-16,731.0
2012-10-17,838.0
2012-10-18,550.0
2012-10-19,572.0
2012-10-20,921.0
2012-10-21,337.0
2012-10-22,666.0
2012-10-23,474.0
2012-10-24,870.0
2012-10-25,720.0
2012-10-26,649.0
2012-10-27,904.0
2012-10-28,718.0
2012-10-29,435.0
2012-10-30,608.0
2012-10-31,722.0
2012-11-01,788.0
2012-11-02,618.0
2012-11-03,642.0
2012-11-04,543.0
2012-11-05,627.0
2012-11-06,635.0
2012-11-07,770.0
2012-11-08,723.0
2012-11-09,662.0
2012-11-10,670.0
2012-11-11,505.0
2012-11-12,558.0
2012-11-13,628.0
2012-11-14,602.0
2012-11-15,524.0
2012-11-16,594.0
2012-11-17,296.0
2012-11-18,448.0
2012-11-19,698.0
2012-11-20,855.0
2012-11-21,798.0
2012-11-22,853.0
2012-11-23,635.0
2012-11-24,725.0
2012-11-25,672.0
2012-11-26,544.0
2012-11-27,741.0
2012-11-28,659.0
2012-11-29,511.0
2012-11-30,445.0
2012-12-01,720.0
2012-12-02,473.0
2012-12-03,476.0
2012-12-04,737.0
2012-12-05,438.0
2012-12-06,489.0
2012-12-07,352.0
2012-12-08,805.0
2012-12-09,921.0
2012-12-10,738.0
2012-12-11,677.0
2012-12-12,781.0
2012-12-13,761.0
2012-12-14,560.0
2012-12-15,823.0
2012-12-16,759.0
2012-12-17,471.0
2012-12-18,562.0
2012-12-19,657.0
2012-12-20,667.0
2012-12-21,611.0
2012-12-22,762.0
2012-12-23,656.0
2012-12-24,390.0
2012-12-25,171.0
2012-12-26,216.0
2012-12-27,633.0
2012-12-28,642.0
2012-12-29,903.0
2012-12-30,347.0
2012-12-31,582.0
2013-01-01,740.0
2013-01-02,678.0
2013-01-03,297.0
2013-01-04,609.0
2013-01-05,892.0
2013-01-06,760.0
2013-01-07,643.0
2013-01-08,581.0
2013-01-09,907.0
2013-01-10,853.0
2013-01-11,734.0
2013-01-12,916.0
2013-01-13,998.0
2013-01-14,577.0
2013-01-15,672.0
2013-01-16,679.0
2013-01-17,715.0
2013-01-18,645.0
2013-01-19,890.0
2013-01-20,466.0
2013-01-21,772.0
2013-01-22,881.0
2013-01-23,818.0
2013-01-24,902.0
2013-01-25,737.0
2013-01-26,882.0
2013-01-27,730.0
2013-01-28,1097.0
2013-01-29,927.0
2013-01-30,939.0
2013-01-31,918.0
2013-02-01,793.0
2013-02-02,929.0
2013-02-03,796.0
2013-02-04,373.0
2013-02-05,543.0
2013-02-06,1427.0
2013-02-07,896.0
2013-02-08,831.0
2013-02-09,1013.0
2013-02-10,1017.0
2013-02-11,882.0
2013-02-12,951.0
2013-02-13,818.0
2013-02-14,729.0
2013-02-15,680.0
2013-02-16,740.0
2013-02-17,1017.0
2013-02-18,846.0
2013-02-19,914.0
2013-02-20,856.0
2013-02-21,494.0
